,text,label_category
2728,You could get a much better dining experience for the same amount of money in a lot of other French Bistros .,"[0, 0, 0, 0, 0, 1]"
2729,Authentic bistro !,"[0, 0, 0, 0, 0, 1]"
2730,Finall y!,"[0, 0, 0, 0, 0, 1]"
2731,Romantic if you want it to be ( brightly lit ) .,"[1, 0, 0, 0, 0, 0]"
2732,Bernard is a great host ; it did n't bother me a bit that he recited the entire menu to my wife .,"[0, 1, 0, 0, 0, 0]"
2733,All the food was hot tasty .,"[0, 0, 0, 1, 0, 0]"
2734,"2 soups , 2 entrees , 4 glasses of wine and one dessert cost $ 110 w a 20 % tip .","[0, 0, 1, 0, 0, 0]"
2735,Go for it !,"[0, 0, 0, 0, 0, 1]"
2736,You 'll adore it .,"[0, 0, 0, 0, 0, 1]"
2737,Cozy romantic atomosphere with only around 15 tables at most .,"[1, 0, 0, 0, 0, 0]"
2738,Service was very prompt but slightly rushed .,"[0, 1, 0, 0, 0, 0]"
2739,"Food was very good , but not what I would consider out of this world .","[0, 0, 0, 1, 0, 0]"
2740,Go here for a romantic dinner but not for an all out wow dining experience .,"[0, 0, 0, 0, 0, 1]"
2741,Fantastic place .,"[0, 0, 0, 0, 0, 1]"
2742,Cute and decorative .,"[1, 0, 0, 0, 0, 0]"
2743,A pleasant surprise .,"[0, 0, 0, 0, 0, 1]"
2744,Go there to relax and feel like your somewhere else .,"[0, 0, 0, 0, 0, 1]"
2745,"This place started off a little iffy , but is now one of my favorite indian restaurants in NYC ( and I 'm indian , so I should know ) .","[0, 0, 0, 0, 0, 1]"
2746,The food is inventive but still keeps traditional indian flav o ring .,"[0, 0, 0, 1, 0, 0]"
2747,"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .","[0, 0, 0, 1, 0, 0]"
2748,"If you were there when it first opened , give this restaurant a second chance .","[0, 0, 0, 0, 0, 1]"
2749,"The wait staff is friendly , and the food has gotten better and better !","[0, 1, 0, 1, 0, 0]"
2750,"The food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats , as well as other great indian appetizers .","[0, 0, 0, 1, 0, 0]"
2751,"The place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .","[1, 0, 0, 0, 0, 0]"
2752,"While the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .","[1, 0, 0, 1, 0, 0]"
2753,"While most people can attest to spending over $ 50 on drinks in New York bars and hardly feeling a thing , the drinks here are plentiful and unique .","[0, 0, 0, 1, 0, 0]"
2754,The 'kamasutra ' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time .,"[0, 0, 0, 1, 0, 0]"
2755,"Oh yes , and if you are a fan of Indian oldies film stars , there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls , some of which , I would love to know where they obtained .","[1, 0, 0, 0, 0, 0]"
2756,I love the b posters of famous Indian actors in the prime of Indian cinema .,"[1, 0, 0, 0, 0, 0]"
2757,"The puke green walls leave a lot to be desired , but the food is very good .","[1, 0, 0, 1, 0, 0]"
2758,Try the tandoori salmon !,"[0, 0, 0, 1, 0, 0]"
2759,Wonderful !,"[0, 0, 0, 0, 0, 1]"
2760,I have never had anything like it !,"[0, 0, 0, 0, 0, 1]"
2761,"The palak paneer was standard , and I was not a fan of the malai kofta .","[0, 0, 0, 1, 0, 0]"
2762,"The rice portions are gnerally small - and the vegtable of the day - you get 2 teaspoons of it ! the 3 of us were there for hours - at least 3- well after we were done eating - and no one bothered us , it was great !","[0, 0, 0, 1, 0, 0]"
2763,go here for the drinks !,"[0, 0, 0, 1, 0, 0]"
2764,esp.,"[0, 0, 0, 0, 0, 1]"
2765,during happy hour !,"[0, 0, 0, 0, 0, 1]"
2766,enough said !,"[0, 0, 0, 0, 0, 1]"
2767,the drinks are amazing and half off till 8pm .,"[0, 0, 1, 1, 0, 0]"
2768,"Ask for Usha , the nicest bartender in manhattan .","[0, 1, 0, 0, 0, 0]"
2769,My fav was the sassy lassi...,"[0, 0, 0, 1, 0, 0]"
2770,I have been to Mary 's many times and I like it .,"[0, 0, 0, 0, 1, 1]"
2771,"However , I do not understand the extraordinary hype about this restaurant .","[0, 0, 0, 0, 0, 1]"
2772,"I would never wait for a table to eat , it just is not THAT great .","[0, 0, 0, 0, 0, 1]"
2773,"The food is good , but very expensive for the casualness of it .","[0, 0, 1, 1, 0, 0]"
2774,Shocking that sides of vegies are $ 6 . ... that is what I would expect to pay in a more upscale restaurant .,"[0, 0, 1, 0, 0, 0]"
2775,"The service is spotty , sometimes really friendly and sometimes barely there .","[0, 1, 0, 0, 0, 0]"
2776,Some servers make you feel like they are doing you a favor to bring you the food .,"[0, 1, 0, 0, 0, 0]"
2777,"To begin , we were told there was a 30 minute wait and started to leave , when the hostess offered to call us on our cell phone when the table was ready .","[0, 1, 0, 0, 0, 0]"
2778,"Sure enough , exactly 30 minutes later we got the call and were seated promptly .","[0, 1, 0, 0, 0, 0]"
2779,"The waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .","[0, 1, 0, 0, 0, 0]"
2780,And the food was fantastic .,"[0, 0, 0, 1, 0, 0]"
2781,"From the entrees to the sides to the drinks , everything was creatively prepared yet still simple .","[0, 0, 0, 1, 0, 0]"
2782,I would definitely recommend Mary 's and am making it one of my regular neighborhood haunts .,"[0, 0, 0, 0, 0, 1]"
2783,"The food is good , I ca n't lie .","[0, 0, 0, 1, 0, 0]"
2784,But the staff was so horrible to us .,"[0, 1, 0, 0, 0, 0]"
2785,The hostess and the waitress were incredibly rude and did everything they could to rush us out .,"[0, 1, 0, 0, 0, 0]"
2786,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,"[0, 1, 0, 0, 0, 0]"
2787,Save yourself the time and trouble and skip this one !,"[0, 0, 0, 0, 0, 1]"
2788,This place is incredibly tiny .,"[1, 0, 0, 0, 0, 0]"
2789,They refuse to seat parties of 3 or more on weekends .,"[0, 1, 0, 0, 0, 0]"
2790,The hostess is rude to the point of being offensive .,"[0, 1, 0, 0, 0, 0]"
2791,The food was bland oily .,"[0, 0, 0, 1, 0, 0]"
2792,I just do n't understand all the hyp e ...,"[0, 0, 0, 0, 0, 1]"
2793,"American tourists New Yorkers , get over yourselves !","[0, 0, 0, 0, 1, 0]"
2794,In China the phrase for a good restaurant is hot and loud .,"[0, 0, 0, 0, 1, 0]"
2795,"The people with carts of food do n't understand you because they do n't speak English , their job is to give you the delicious food you point at .","[0, 0, 0, 0, 1, 0]"
2796,"You can also special order any kind of dumpling ,etc .","[0, 0, 0, 0, 1, 0]"
2797,from an English speaking staff .,"[0, 0, 0, 0, 1, 0]"
2798,"Also , if you do n't want to sit at a certain table , you do n't have to !","[0, 0, 0, 0, 1, 0]"
2799,"Having discovered Ping 's on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in .","[0, 0, 0, 0, 1, 0]"
2800,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at Ping 's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .","[1, 0, 0, 1, 0, 0]"
2801,The dim sum is delectable while the prices are quite easy on the wallet .,"[0, 0, 1, 1, 0, 0]"
2802,The service is a little scatty at times but all is forgiven when the food arrives .,"[0, 1, 0, 1, 0, 0]"
2803,"To give you an idea of how good we thought it was , we ended up going to Ping 's three weekends in a row! ! !","[0, 0, 0, 0, 1, 0]"
2804,"I had heard such wonderful things about this place and saw all the awards they had decorated the doorway , so I was excited to have Dim Sum  lunch there .","[0, 0, 0, 0, 1, 0]"
2805,I had to share my table with a loud group of kids and the service was rude an unattentive .,"[1, 1, 0, 0, 0, 0]"
2806,"The Dim Sum was so-so , but not spectacular .","[0, 0, 0, 1, 0, 0]"
2807,"Based on the reviews for dinner , this is a place I would reconsider revisiting for that , but definitely not for Dim Sum again .","[0, 0, 0, 0, 0, 1]"
2808,I was very disappointed with this restaurant .,"[0, 0, 0, 0, 0, 1]"
2809,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"[0, 1, 0, 0, 0, 0]"
2810,I had to ask her three times before she finally came back with the dish Ive requested .,"[0, 1, 0, 0, 0, 0]"
2811,"Food was okay , nothing great .","[0, 0, 0, 1, 0, 0]"
2812,Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,"[1, 0, 0, 1, 0, 0]"
2813,I will never go back to this place again .,"[0, 0, 0, 0, 0, 1]"
2814,I love to visit Murrays for my bagel fix .,"[0, 0, 0, 0, 0, 1]"
2815,They are often crowded on the weekends but they are efficient and accurate with their service .,"[1, 1, 0, 0, 0, 0]"
2816,"Do n't expect to sit down inside though , there are only a few tables and they are always full .","[1, 0, 0, 0, 0, 0]"
2817,Try the olive cream cheese or the lox spread on a whole wheat everything bagel .,"[0, 0, 0, 1, 0, 0]"
2818,Yum !,"[0, 0, 0, 0, 0, 1]"
2819,Their coffee is quite good too !,"[0, 0, 0, 1, 0, 0]"
2820,"Having been a long time Ess-a-Bagel fan , I was surpised to find myself return time and time again to Murray 's .","[0, 0, 0, 0, 1, 1]"
2821,"The Bagels have an outstanding taste with a terrific texture , both chewy yet not gummy .","[0, 0, 0, 1, 0, 0]"
2822,"Overall , the best bagel in town .","[0, 0, 0, 1, 0, 0]"
2823,.,"[0, 0, 0, 0, 0, 1]"
2824,.,"[0, 0, 0, 0, 0, 1]"
2825,now if they could only get a toaster .,"[0, 0, 0, 0, 0, 1]"
2826,"I love Ess-a-bagel , but I live on the west side , so I often go to Murray 's for convenience .","[0, 0, 0, 0, 1, 0]"
2827,"Their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .","[0, 0, 0, 1, 0, 0]"
2828,"Better than the bagel shop on the corner , but not worth going out of your way for , in my opinion .","[0, 0, 0, 0, 0, 1]"
2829,Also a little more expensive than your average bagel place .,"[0, 0, 1, 0, 0, 0]"
2830,"Good spreads , great beverage selections and bagels really tasty .","[0, 0, 0, 1, 0, 0]"
2831,THE BIG COMPLAINT : NO TOASTING AVAILABLE.,"[0, 0, 0, 1, 0, 0]"
2832,I complete the total bagel experience by having it lightly toasted .,"[0, 0, 0, 0, 1, 0]"
2833,Murray wo n't do it .,"[0, 1, 0, 0, 0, 0]"
2834,Wo n't or Ca n't is not in the service directory .,"[0, 1, 0, 0, 0, 0]"
2835,But who says Murray 's is anything about service .,"[0, 1, 0, 0, 0, 0]"
2836,"So close , but not good enough .","[0, 0, 0, 0, 0, 1]"
2837,We ate at this Thai place following the reviews but very unhappy with the foods .,"[0, 0, 0, 0, 0, 1]"
2838,We thought that this place is using too much of MSG cooking in the foods .,"[0, 0, 0, 1, 0, 0]"
2839,Why ?,"[0, 0, 0, 0, 0, 1]"
2840,"They do n't concern much of customer 's health , just want to make money .","[0, 0, 0, 0, 0, 1]"
2841,please do n't fool us .,"[0, 0, 0, 0, 0, 1]"
2842,"I went to pams with my girlfriend , and i love it .","[0, 0, 0, 0, 1, 1]"
2843,"I 've eaten thai many times , and am very familiar with the cuisine .","[0, 0, 0, 0, 1, 0]"
2844,The Thai food is good .,"[0, 0, 0, 1, 0, 0]"
2845,"Its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .","[1, 0, 0, 0, 0, 0]"
2846,"The staff are attentive , and have smiles on their faces .","[0, 1, 0, 0, 0, 0]"
2847,A defitely must visit .,"[0, 0, 0, 0, 0, 1]"
2848,Went there for an office lunch .,"[0, 0, 0, 0, 1, 0]"
2849,The location and ambience is Ok but the food is what makes up for it .,"[1, 0, 0, 1, 0, 0]"
2850,There is a lot of variety even for people who eat vegetarian like me .,"[0, 0, 0, 1, 0, 0]"
2851,Try green curry with vegetables .,"[0, 0, 0, 1, 0, 0]"
2852,"The quantity is also very good , you will come out satisfied .","[0, 0, 0, 1, 0, 0]"
2853,"The service is ok , some of the people did n't get what they asked for .","[0, 1, 0, 0, 0, 0]"
2854,"I am not the most experienced person when it comes to Thai food , but my friend who took me there is .","[0, 0, 0, 0, 1, 0]"
2855,He has visited Thailand and is quite expert on the cuisine .,"[0, 0, 0, 0, 1, 0]"
2856,"It was wonderful . the salads are del icious , both refreshing and very spicy .","[0, 0, 0, 1, 0, 0]"
2857,We had Pam 's special fried fish and it was amazing .,"[0, 0, 0, 1, 0, 0]"
2858,too large for just two people but nothing was left .,"[0, 0, 0, 1, 0, 0]"
2859,Unbelievable .,"[0, 0, 0, 0, 0, 1]"
2860,The service was excellent and the food was delicious .,"[0, 1, 0, 1, 0, 0]"
2861,"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .","[0, 0, 0, 1, 1, 0]"
2862,"Overall the restaurant is more expensive than our other sushi favorites , but everything was delicious .","[0, 0, 1, 1, 0, 0]"
2863,Definitely a great spot for a nice occasion or date .,"[0, 0, 0, 0, 0, 1]"
2864,Its a go-to for dates as well as entertaining out of town guests .,"[0, 0, 0, 0, 0, 1]"
2865,We always have a delicious meal and always leave feeling satisfied .,"[0, 0, 0, 1, 0, 0]"
2866,Do n't leave without trying One Night in Tokyo .,"[0, 0, 0, 0, 0, 1]"
2867,I will never visit this restaurant again .,"[0, 0, 0, 0, 0, 1]"
2868,"Had been sitting with friends for about 2 hours , ordering food all the while , when we were suddenly presented with a check .","[0, 0, 0, 0, 1, 0]"
2869,"After 2 tries by the waiter to take it away ( we had n't even looked at it yet , we had full beers yet to drink ) , the manager approached and told us they needed the table for people with reservations .","[0, 0, 0, 0, 1, 0]"
2870,WTF ?,"[0, 0, 0, 0, 0, 1]"
2871,Glad you have the luxury to throw out paying customers .,"[0, 0, 0, 0, 1, 0]"
2872,I have n't been to the other locations .,"[0, 0, 0, 0, 1, 0]"
2873,Haru on Park S is simply disgusting .,"[0, 0, 0, 0, 0, 1]"
2874,The fish was not fresh and the rice tasted old and stale .,"[0, 0, 0, 1, 0, 0]"
2875,"Quite frankly , this is some of the worst sushi I have ever tried .","[0, 0, 0, 1, 0, 0]"
2876,Will never be back .,"[0, 0, 0, 0, 0, 1]"
2877,Here 's to the fake fish tanks too ...,"[1, 0, 0, 0, 0, 0]"
2878,"I 'm from England , and Haru 's was the best I had in NYC .","[0, 0, 0, 0, 1, 1]"
2879,And that 's no mean feat ...,"[0, 0, 0, 0, 0, 1]"
2880,My mouth starts to water merely thinking about the delight that is this restaurant .,"[0, 0, 0, 0, 0, 1]"
2881,"The menu may be small , but everything on it is delicious .","[0, 0, 0, 1, 0, 0]"
2882,I particularly love their yellowfun tuna and their mussel selection .,"[0, 0, 0, 1, 0, 0]"
2883,Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course .,"[0, 0, 1, 0, 0, 0]"
2884,IT is the best deal in town for a Monday night dinner at a fine restaurant .,"[0, 0, 1, 0, 0, 0]"
2885,"If you love seafood , you would love this place !","[0, 0, 0, 1, 0, 0]"
2886,I think I 've had some the best meals of my life at minnow .,"[0, 0, 0, 1, 0, 0]"
2887,"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .","[0, 0, 0, 1, 0, 0]"
2888,The combination of super-fresh ingredients in the dishes are unusual but really delicious .,"[0, 0, 0, 1, 0, 0]"
2889,Worth the trip from Manhattan .,"[0, 0, 0, 0, 0, 1]"
2890,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed .,"[0, 0, 0, 0, 0, 1]"
2891,"The staff has always been friendly without seeming grating , and the chef has greeted us on a couple of occasions .","[0, 1, 0, 0, 0, 0]"
2892,You get the sense that the people there care about their restaurant and about your experience and that is very nice .,"[0, 1, 0, 0, 0, 0]"
2893,"After reading the posts , I was always skeptical to go to The Minnow , despite living in Park Slope .","[0, 0, 0, 0, 1, 0]"
2894,"But on a lazy Saturday night , we ended up going .","[0, 0, 0, 0, 1, 0]"
2895,"Because we did n't have a reservation , we could only sit in the back garden , but it was great , secluded and perfect in nice weather .","[1, 0, 0, 0, 0, 0]"
2896,"The apps were good , a little pricey for 1 dozen oysters ( $ 15 ) .","[0, 0, 1, 1, 0, 0]"
2897,But the main hit was the whole grilled fish .,"[0, 0, 0, 1, 0, 0]"
2898,"It was huge , del icious , fresh , and will be the reason we return .","[0, 0, 0, 1, 0, 0]"
2899,"Hopefully next time , I will save room for dessert .","[0, 0, 0, 1, 0, 0]"
2900,"So I 've never actually been to M proper , but I 've had it delivered a few times .","[0, 0, 0, 0, 1, 0]"
2901,"Even upon delivery , their juicy pork buns are quite good . .","[0, 0, 0, 1, 0, 0]"
2902,.the best I 've found outside of the Chinatown masters .,"[0, 0, 0, 1, 0, 0]"
2903,"My wife and I also enjoyed the spinach , the Shanghai low mein , and other attractions .","[0, 0, 0, 1, 0, 0]"
2904,"The crispy chicken was n't for us , though .","[0, 0, 0, 1, 0, 0]"
2905,"Unfortunately , the food is outstanding , but everything else about this restaurant is the pits .","[0, 0, 0, 1, 0, 1]"
2906,"They are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited .","[0, 1, 0, 0, 0, 0]"
2907,"Then , IF they answer the phone , you 're lucky if they do n't hang up on you !","[0, 1, 0, 0, 0, 0]"
2908,Walk-ins are risky too .,"[0, 1, 0, 0, 0, 0]"
2909,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off , like in this case .","[0, 0, 0, 0, 0, 1]"
2910,I have eaten there 3-4 times and the food was always good .,"[0, 0, 0, 1, 0, 0]"
2911,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way .,"[0, 0, 0, 0, 1, 0]"
2912,And comparing it to the Chinatown restaurants is simply not fair .,"[0, 0, 0, 0, 1, 0]"
2913,There is not a single place in Chinatown where you have a nice neighborhood feeling like here .,"[1, 0, 0, 0, 0, 0]"
2914,One of my favorite restaurants in the neighborhood .,"[0, 0, 0, 0, 0, 1]"
2915,This is n't your corner Chinese food takeout .,"[0, 0, 0, 0, 0, 1]"
2916,"May , the owner always has a smile on her and will warmly greet you .","[0, 1, 0, 0, 0, 0]"
2917,Try the spicy wontons and the salt pepper shrimps .,"[0, 0, 0, 1, 0, 0]"
2918,They 're terrific ! !,"[0, 0, 0, 0, 0, 1]"
2919,"Each bite of food at Kai was indeed del icious , fresh , and elegant .","[0, 0, 0, 1, 0, 0]"
2920,"I had the black cod with yuzu sauce , which was wonderful .","[0, 0, 0, 1, 0, 0]"
2921,"I must warn the reader that the portions sizes are very small ( especially the appetizers ) , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer ( 1 dish for each person because the portions are not for sharing ) , a main entree , and the cold udon at the end of the meal .","[0, 0, 0, 1, 0, 0]"
2922,"If you are someone who appreciates simplicity , elegance , and wonderfully presented and tasting seafood and vegetables regardless of portion size , Kai is your place .","[0, 0, 0, 1, 0, 0]"
2923,"If you are someone who appreciates the same things but hope to have food to spare or share , Kai may not be the best option .","[0, 0, 0, 1, 0, 0]"
2924,The ambience is very calm and quiet .,"[1, 0, 0, 0, 0, 0]"
2925,"Sake collection was excellent ( Try Nanbu Bi jin ) , but pricy .","[0, 0, 1, 1, 0, 0]"
2926,Not too crazy about their sake martini .,"[0, 0, 0, 1, 0, 0]"
2927,"Most people eat there seem to be typical Upper East Side snobs , so be aware .","[1, 0, 0, 0, 0, 0]"
2928,"Again , the waitress was awesome .","[0, 1, 0, 0, 0, 0]"
2929,She gets 10 for her excellent service and advice .,"[0, 1, 0, 0, 0, 0]"
2930,We just ate at Kai and were disapointed .,"[0, 0, 0, 0, 0, 1]"
2931,"The food was not very tasty , the portioins were tiny even for such a high quality restaurant .","[0, 0, 0, 1, 0, 0]"
2932,And the prices were way to high for what you get .,"[0, 0, 1, 0, 0, 0]"
2933,Example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about 1 oz .,"[0, 0, 1, 0, 0, 0]"
2934,We generally like good restaurants and eat out often but Kai was way to expensive for what we got .,"[0, 0, 1, 0, 0, 0]"
2935,The grilled cheese at home afterwards was better . ! !,"[0, 0, 0, 0, 1, 0]"
2936,All the staff is absolutely professiona l ! ! I sometimes see the waiters do n't have enough knowledge of their dishes .,"[0, 1, 0, 0, 0, 0]"
2937,But they do .,"[0, 0, 0, 0, 0, 1]"
2938,"( that is A MUST , but not every restaurant can do .. . ) If you want to dine with large party , I recommend to make reservation BASEMENT .","[0, 0, 0, 0, 1, 0]"
2939,"There 's nice and quiet , small but enough for 6 ( or more ) .","[1, 0, 0, 0, 0, 0]"
2940,This place has got to be the best japanese restaurant in the new york area .,"[0, 0, 0, 0, 0, 1]"
2941,I had a great experience .,"[0, 0, 0, 0, 0, 1]"
2942,Food is great .,"[0, 0, 0, 1, 0, 0]"
2943,Service is top notch .,"[0, 1, 0, 0, 0, 0]"
2944,I have been going back again and again .,"[0, 0, 0, 0, 0, 1]"
2945,We usually go to the Chart House to celebrate a birthday or anniversary .,"[0, 0, 0, 0, 1, 0]"
2946,I must say the view of NYC is so beautiful !,"[1, 0, 0, 0, 0, 0]"
2947,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy .,"[1, 0, 0, 0, 0, 0]"
2948,If you do n't mind all that noise then go to the Chart House .,"[0, 0, 0, 0, 0, 1]"
2949,"The food is very good too but for the most part , it 's just regular food , nothing special .","[0, 0, 0, 1, 0, 0]"
2950,"For myself and family we would only go here to celebrate an occassion , I do prefer smaller , quiter restaurants .","[0, 0, 0, 0, 1, 0]"
2951,The view is breathtaking the service is top notch ... the ambiance is wonderfull .,"[1, 1, 0, 0, 0, 0]"
2952,The staff offers impeccable service .,"[0, 1, 0, 0, 0, 0]"
2953,I had Lobster Bisque it has 2 oz . of Maine Lobster in it .,"[0, 0, 0, 1, 0, 0]"
2954,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,"[0, 0, 0, 1, 0, 0]"
2955,I had Filet Mignon with garlic mash .,"[0, 0, 0, 1, 0, 0]"
2956,It was divine melts in your mouth .,"[0, 0, 0, 1, 0, 0]"
2957,My boyfriend had Prime Rib it was good .We did n't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .,"[0, 0, 0, 1, 0, 0]"
2958,We had Lava Cake ... we ordered when our food came it takes at least a 1 to make it .,"[0, 0, 0, 1, 0, 0]"
2959,It 's cuz it 's so good you need to taste it ! ! ! All in all we 're already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,"[0, 0, 0, 1, 0, 1]"
2960,Just went here for my girlfriends 23rd bday .,"[0, 0, 0, 0, 1, 0]"
2961,If you 've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .,"[0, 0, 0, 0, 0, 1]"
2962,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,"[0, 0, 1, 1, 0, 0]"
2963,The lava cake dessert was incredible and I recommend it .,"[0, 0, 0, 1, 0, 0]"
2964,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .,"[1, 0, 0, 1, 0, 0]"
2965,I would highly recommand requesting a table by the window .,"[0, 0, 0, 0, 0, 1]"
2966,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,"[0, 1, 0, 0, 0, 0]"
2967,The only problem is that the manager is a complete incompetent .,"[0, 1, 0, 0, 0, 0]"
2968,He offers subpar service and has no personality .,"[0, 1, 0, 0, 0, 0]"
2969,"In fact , it appears he is going to go postal at any moment .","[0, 1, 0, 0, 0, 0]"
2970,Skip this location and go to the one in Soho .,"[0, 0, 0, 0, 0, 1]"
2971,There is no excuse for such lousy servic e !,"[0, 1, 0, 0, 0, 0]"
2972,I 'm not sure why these other reviewers are whining so much .,"[0, 0, 0, 0, 0, 1]"
2973,The food at this place is 'gourmet ' Indian cuisine .,"[0, 0, 0, 1, 0, 0]"
2974,"Its not curry in a slurry crap , and regular run of the mill food .","[0, 0, 0, 1, 0, 0]"
2975,The food is excellent and I have found this location at 104 2nd Avenue to be the most consistent with its food and short menu.,"[0, 0, 0, 1, 0, 0]"
2976,"The best dishes are the 'paneer bhurji' , the ' Baluchi Shrimp Curry ' and ' Chicken Makhani ' .","[0, 0, 0, 1, 0, 0]"
2977,The manager had an uncanny knack of getting the most rare and eclectic music comprising of indian to add to the ambience .,"[0, 1, 0, 0, 0, 0]"
2978,"However , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .","[0, 1, 0, 0, 0, 0]"
2979,Food is still great and comparitively ine x pensive .,"[0, 0, 1, 1, 0, 0]"
2980,Definite go if you 're used to good Indian restaurant food from abroad .,"[0, 0, 0, 0, 0, 1]"
2981,"the food was undercooked-the sauce watery , and the vegetables raw .","[0, 0, 0, 1, 0, 0]"
2982,and for this i had to shell out a small fortune ?,"[0, 0, 1, 0, 0, 0]"
2983,"( not even to mention baluchi 's , most irrtatingly , chages you extra for rice and all and sundry condiments ! ) i do n't think so ! this happened specifically at this location , but it had happened on enough many occassions on several other baluchi 's last couple years for one to conclude that baluchi 's has lost it .","[0, 0, 0, 0, 1, 1]"
2984,"go to any corned indian restaurant , and the little india strip along east 6 st rules supreme !","[0, 0, 0, 0, 0, 1]"
2985,This restaurant used to be our regular Thursday night dinner location .,"[0, 0, 0, 0, 1, 0]"
2986,"During the course of the past 3 months , the chef and staff changed and it was not for the better .","[0, 1, 0, 0, 0, 0]"
2987,I wish they would change back to what it was before .,"[0, 1, 0, 0, 0, 0]"
2988,The food now is inconsistent .,"[0, 0, 0, 1, 0, 0]"
2989,"after dining at B.O.G over twenty times now , its official !","[0, 0, 0, 0, 1, 0]"
2990,"not only does make the best pizza in NY , maybe anywhere .","[0, 0, 0, 1, 0, 0]"
2991,"consistantly great thin crisp crust , inventive topping combinations and the smokiness from what is believed to be one New Yorks oldest wood burning ovens ......like in Naples only wood is used for Pizza ! as for the rest of the menu , this is much more than a pizza place ...offering such creative dishes like prosciutto sushi .....brooklyn caviar and brick oven shrimp . the salads are huge and well made and the pasta 's are not the normanl red sauced slop you recieve at other pizza houses .","[0, 0, 0, 1, 0, 0]"
2992,brick oven gallery is My pick for best pizza restaurant anywhere .,"[0, 0, 0, 0, 0, 1]"
2993,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .","[0, 0, 0, 1, 0, 0]"
2994,"It was good , but was not what I thought it would be .","[0, 0, 0, 1, 0, 0]"
2995,"- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but I thought a bit overpriced .","[0, 0, 1, 1, 0, 0]"
2996,"- overall , if you are openminded , I recommend it . the tomato sauce on the pizza is a bit sweet and adds a unique touch .","[0, 0, 0, 1, 0, 0]"
2997,I never had anything I did n't like here .,"[0, 0, 0, 0, 0, 1]"
2998,The pizza is the best if you like thin crusted pizza .,"[0, 0, 0, 1, 0, 0]"
2999,Plenty of choices to make your own creation .,"[0, 0, 0, 1, 0, 0]"
3000,The rest of the menu is limited by everything is good eats .,"[0, 0, 0, 1, 0, 0]"
3001,Kenny the owner is always there and he treats my family like we are part of his family .,"[0, 1, 0, 0, 0, 0]"
3002,We visit at least once a month .,"[0, 0, 0, 0, 1, 0]"
3003,This is the perfect date spot for Williamsburg couples .,"[0, 0, 0, 0, 0, 1]"
3004,The jukebox plays everything from Italian Opera to The Strokes .,"[1, 0, 0, 0, 0, 0]"
3005,"The food is amazing , rich pastas and fresh doughy pizza .","[0, 0, 0, 1, 0, 0]"
3006,"Best of all is the warm vibe , the owner is super friendly and service is fast .","[1, 1, 0, 0, 0, 0]"
3007,"If only they delivered , they 'd make a mint !","[0, 0, 0, 0, 0, 1]"
3008,This tiny Williamsburg spot is always pleasantly surprising .,"[0, 0, 0, 0, 0, 1]"
